card_name,card_bank,card_minimum_age,card_maximum_age,card_minimum_income_lpa,card_minimum_credit_score,card_card_id,card_description,card_apr,card_joining_fee,card_annual_fee,card_desc,card_emb,card_reward_category
cashback sbi card,SBI,21,70,5.0,750,1,"5% cashback across all online spends with no merchant restriction; 1% cashback across all offline spends; Earn cashback of up to Rs. 5,000 per month; Renewal fee reversed on spending at least Rs. 2 lakh in a year; 1% fuel surcharge waiver of up to Rs. 100 per month",24.36,795.8,8021.17,"5% cashback across all online spends with no merchant restriction; 1% cashback across all offline spends; Earn cashback of up to Rs. 5,000 per month; Renewal fee reversed on spending at least Rs. 2 lakh in a year; 1% fuel surcharge waiver of up to Rs. 100 per month","[ 7.23558757e-03 -5.81293479e-02 -1.04248382e-01  3.88635583e-02
  4.16447148e-02  3.63565609e-02  4.97847311e-02  1.58168990e-02
 -9.99197513e-02 -4.29818705e-02  7.45530576e-02  1.27301197e-02
 -5.52335335e-03  8.51824507e-03  4.42908555e-02  1.45790121e-02
  3.38683389e-02 -1.62685495e-02 -6.50058240e-02 -3.39188837e-02
  1.75874308e-02 -1.98257659e-02  8.49999394e-03 -4.19327766e-02
  6.00608848e-02 -7.29364380e-02  6.02133870e-02  3.33561338e-02
 -2.06471030e-02 -2.96146907e-02  1.35763092e-02  2.21456047e-02
 -1.05213830e-02 -9.85204205e-02 -2.89118737e-02 -2.06071716e-02
 -3.24978046e-02  2.15050224e-02  2.44793966e-02  4.74773236e-02
 -4.61660549e-02 -8.16793460e-03 -1.34336576e-01 -1.06804386e-01
  4.00189720e-02 -6.83423206e-02 -6.44731298e-02  4.78279665e-02
  1.72980428e-02  8.92796144e-02  7.56018013e-02 -6.74404204e-03
 -7.96373039e-02  3.37642655e-02  2.20839423e-03 -6.21493645e-02
  1.21947266e-02  2.42322460e-02  3.41411605e-02 -8.32858309e-02
  8.60740244e-02 -4.48011756e-02 -3.65422107e-02 -3.94298835e-03
 -3.07475701e-02 -2.41838451e-02 -3.66108231e-02 -1.07834209e-02
  2.69514564e-02  8.21870193e-03 -9.06371996e-02 -1.32371187e-02
  6.26377808e-03 -5.09501919e-02 -3.04761976e-02  1.79718751e-02
  7.19777197e-02  6.32995293e-02 -4.14303094e-02 -2.48438232e-02
 -1.66816227e-02 -8.29167571e-03 -3.37770581e-02 -3.30034308e-02
 -2.87546199e-02 -4.46424726e-03 -1.70137156e-02 -3.20541393e-03
  5.12727946e-02  4.21762653e-02  1.09091222e-01  2.27321070e-02
  9.82904527e-03 -5.12747392e-02 -6.17303923e-02 -2.01223716e-02
 -2.72324588e-02  2.14073770e-02  6.54705614e-02 -6.10395288e-03
  8.61112773e-02  4.00297865e-02 -6.01459993e-03 -9.95501224e-03
 -3.44234779e-02  5.06704934e-02  5.69076687e-02  2.50338148e-02
  3.54325585e-02  2.29554949e-03 -3.25870588e-02  2.10789312e-02
  2.59723514e-03  3.71437781e-02 -1.25441952e-02  9.08915848e-02
 -2.37146243e-02 -6.88377917e-02  3.88010554e-02 -1.17825931e-02
  4.93531823e-02  1.00924656e-01  7.85435811e-02 -9.72490311e-02
 -3.74516957e-02  6.64649019e-03  1.74409635e-02  6.32309064e-33
  2.46181600e-02  5.95482476e-02 -4.78303991e-02 -8.23576450e-02
  3.66193429e-02 -3.40084098e-02  8.26462880e-02 -1.29180709e-02
  1.35988304e-02 -3.40313971e-04  2.64243912e-02  3.94855104e-02
  3.75983715e-02 -8.71646591e-03  1.66324973e-02 -2.75705010e-02
  2.14532521e-02  3.90327051e-02  8.57698694e-02  6.56802282e-02
  7.68081425e-03  2.26222891e-02 -7.15521339e-04  6.67430088e-02
  3.24677713e-02  3.76570001e-02  3.11525743e-02 -3.66620682e-02
  2.07188446e-02  2.41813436e-03  8.42027664e-02  4.03299518e-02
  3.75459879e-03 -4.47440799e-03  8.18869658e-03  7.32802153e-02
 -2.18896046e-02 -2.24874094e-02 -4.60574366e-02  3.03811990e-02
 -5.81493452e-02  6.74648657e-02 -4.33169194e-02 -3.08186151e-02
 -1.20385066e-01 -6.41544089e-02  7.14788437e-02 -2.72969976e-02
  1.19931530e-02  1.55965295e-02 -7.85783902e-02  3.91118079e-02
 -8.39634836e-02  2.49710195e-02 -4.09204811e-02 -3.05592120e-02
 -7.46472105e-02 -2.90707801e-03 -5.08568203e-03 -2.94681750e-02
  5.26237860e-02 -9.86871198e-02 -5.08318190e-03 -2.70423628e-02
 -9.14317891e-02 -3.79890800e-02  3.24541479e-02 -8.06491449e-02
 -9.48736370e-02 -1.73062962e-02 -1.12549588e-03 -2.27991529e-02
  1.02460207e-02  5.09175807e-02 -4.45623212e-02  4.37617265e-02
 -1.84570532e-02  5.89518920e-02  3.73184420e-02  3.23639810e-02
 -9.98285189e-02  1.10902162e-02 -2.85459012e-02 -8.29645544e-02
  6.87418729e-02 -2.89452937e-03  5.28063774e-02 -2.01046839e-02
 -3.76824960e-02 -2.22549215e-03  9.87765100e-03 -3.00967451e-02
  5.10354806e-03 -8.38883072e-02  2.84847338e-03 -5.79672962e-33
 -4.08170037e-02  6.93038702e-02  1.46940090e-02  5.54355793e-02
 -1.01118833e-01  1.03861265e-01  5.37840649e-03  7.51244128e-02
  3.20953294e-03  6.40015826e-02 -7.77266547e-02  6.12798445e-02
  2.11118832e-02  2.18793880e-02 -3.10280919e-02 -4.70916294e-02
 -4.71831523e-02  3.16621959e-02 -3.84253748e-02 -4.94593307e-02
  3.27980891e-02  3.58109437e-02  5.22008166e-02  8.97539482e-02
 -8.70637130e-03  7.71810785e-02 -1.30946770e-01  4.56872806e-02
  4.14221473e-02 -5.49206249e-02  8.56949687e-02 -4.99819815e-02
 -5.26017919e-02 -2.74470579e-02 -8.98959264e-02  4.10752045e-03
  1.38695799e-02  7.44723454e-02  5.01446910e-02  7.89260492e-02
  3.71897519e-02  1.97321586e-02  2.45355349e-02 -3.14867087e-02
 -4.29247040e-03 -7.01361224e-02 -4.57041375e-02 -5.94798177e-02
  7.07960650e-02 -6.39651716e-02  6.76427260e-02  5.40487934e-03
  1.32479854e-02  3.62200588e-02 -3.18769030e-02  1.02544725e-01
  1.48458526e-01  4.16798852e-02 -4.89014089e-02 -2.97683813e-02
  7.63196349e-02 -6.45062374e-03  3.45501155e-02  1.95577890e-02
  9.88303777e-03  1.67109184e-02  6.17460273e-02  1.46139218e-02
  1.50362980e-02 -6.60493746e-02 -1.77121330e-02  1.03427600e-02
  4.14995700e-02  1.75751559e-02  1.34453950e-02  5.19673247e-03
 -2.90797707e-02 -3.87211479e-02  6.13835528e-02 -8.92157387e-03
 -1.93261523e-02 -4.85604368e-02  5.86638264e-02 -2.22902335e-02
  3.52910869e-02 -1.04314998e-01 -8.74160696e-03 -1.82861704e-02
  4.62496579e-02 -4.10157330e-02 -2.96611991e-02 -9.24944654e-02
 -1.00231364e-01  2.23160144e-02  3.01369671e-02 -3.64499861e-08
 -3.67367087e-04 -4.20990624e-02 -3.40269296e-04  7.20838159e-02
  1.91697367e-02  5.72752161e-03  3.06071620e-02  3.70845310e-02
 -1.02420166e-01 -2.72748880e-02  4.45960909e-02 -4.50099744e-02
 -2.80087125e-02 -6.14104373e-03 -6.44830763e-02 -1.37751931e-02
  1.75965298e-02  5.51619567e-02  1.15225045e-02  2.18016468e-02
  2.46406235e-02  3.75965312e-02 -8.84231925e-02  2.81346701e-02
  5.48483171e-02  3.93595174e-02  4.89739217e-02  1.59255549e-01
  1.16467085e-02 -8.14092830e-02  8.27745255e-03  5.94718149e-03
 -1.16584888e-02 -1.96107272e-02 -3.97817343e-02 -6.75957426e-02
  3.07980683e-02 -1.26176085e-02 -1.48462337e-02  1.20343156e-01
  3.09649878e-03 -7.29360506e-02  9.01996717e-03 -3.08178179e-02
  3.48654315e-02 -8.01520422e-03 -2.20944569e-01 -5.54714166e-02
  7.38069182e-03 -8.58374909e-02 -1.85657613e-04 -2.94947792e-02
  8.48670080e-02  4.62510530e-03  5.27257239e-03 -1.84861775e-02
 -5.43581694e-02  9.23581421e-02 -5.68795614e-02  5.04954457e-02
  2.07896112e-03 -7.58730993e-02 -2.60838475e-02 -2.12463923e-02]",fuel
bpcl sbi card octane,SBI,21,70,4.0,700,2,"25 reward points per Rs. 100 spent on BPCL fuel, lubricants & Bharat Gas; 1 reward point on others; 1% fuel surcharge waiver, up to Rs. 100 per month, on BPCL fuel spends of up to Rs. 4,000; 6,000 reward points as welcome bonus on fee payment, 1 RP = Rs. 0.25; 4 complimentary visits per year to domestic Visa lounges in India; Fee waived on Rs. 2 lakh annual spends & Rs. 2,000 e-gift voucher on Rs. 3 lakh annual spends",38.77,656.48,9867.88,"25 reward points per Rs. 100 spent on BPCL fuel, lubricants & Bharat Gas; 1 reward point on others; 1% fuel surcharge waiver, up to Rs. 100 per month, on BPCL fuel spends of up to Rs. 4,000; 6,000 reward points as welcome bonus on fee payment, 1 RP = Rs. 0.25; 4 complimentary visits per year to domestic Visa lounges in India; Fee waived on Rs. 2 lakh annual spends & Rs. 2,000 e-gift voucher on Rs. 3 lakh annual spends","[-2.05744393e-02 -6.67523593e-03 -1.30852774e-01  4.37735803e-02
  3.36170942e-02  7.69157484e-02  1.15837365e-01  4.13349308e-02
  9.07388632e-04 -6.40130267e-02 -2.63659377e-03 -1.18855529e-01
  2.91274022e-02  2.43314076e-02  9.68241617e-02  5.99207990e-02
  8.23820755e-02 -1.23934567e-01  5.48925661e-02 -2.98644062e-02
  1.76333077e-02 -4.15351875e-02  1.52128348e-02  2.02183686e-02
  5.15651423e-03 -2.70906854e-02  6.28842390e-04 -1.00525795e-02
 -1.62780471e-02  1.99033599e-02  3.77498008e-02  6.39173985e-02
  2.56412663e-02 -3.98224872e-03 -2.17013620e-02  1.12361936e-02
 -4.20703925e-02  1.64769497e-02 -1.31253600e-02 -1.85466539e-02
 -4.47773375e-02 -1.99686345e-02 -1.78051535e-02  2.03460548e-02
  1.01531968e-01 -3.17054875e-02 -1.52663663e-02  6.84319437e-02
 -2.90010124e-03 -8.33474100e-03  3.03703770e-02  2.86698695e-02
 -3.10926773e-02  3.59669677e-03 -3.13457176e-02 -1.10687710e-01
 -3.82855311e-02  1.56287942e-02  3.92490365e-02 -3.87794599e-02
 -8.63486528e-03 -2.80672498e-02  8.95878393e-03  1.92073192e-02
 -3.21469083e-02 -1.14756800e-01 -1.40612889e-02  9.54970531e-03
  7.53581524e-02 -5.86232692e-02 -2.29092166e-02 -1.27432644e-02
  2.99027562e-02 -1.11563504e-01  2.54101586e-02  6.94175512e-02
 -4.54383940e-02  2.86906008e-02 -9.17145088e-02 -5.02730869e-02
 -4.31318618e-02  3.95656284e-03  6.49530208e-03  1.60478801e-02
 -1.02606667e-02 -3.95698892e-03  7.20052002e-03 -2.29209848e-02
 -3.42140254e-03  3.34974490e-02  7.25337788e-02  1.10235838e-02
  7.48729426e-03 -3.32431905e-02 -7.07247257e-02  1.14014074e-02
 -8.54307637e-02  2.22113988e-04 -6.62228093e-03 -1.50690481e-04
  3.05939876e-02  6.69655725e-02 -1.16765104e-01  1.90646350e-02
 -7.85918459e-02 -1.76662477e-04  7.02951327e-02  7.20351264e-02
  3.04651409e-02 -6.10771812e-02 -2.19918303e-02  4.06931788e-02
  5.09548299e-02 -3.56235094e-02 -8.97714943e-02  7.90591463e-02
 -3.41780968e-02 -2.92786527e-02  1.14253804e-01  6.12365603e-02
  7.56925996e-03  5.13061620e-02  1.14585496e-02 -7.17440397e-02
 -8.09351355e-02 -4.27312180e-02 -1.75469629e-02  4.14767267e-33
 -6.87904330e-03  8.81300867e-02  4.31326516e-02 -8.28940794e-02
 -3.08553204e-02 -1.45164868e-02  3.02547850e-02 -2.52062976e-02
  1.12714665e-03 -4.91489321e-02  1.56808663e-02 -3.20338458e-02
  7.33151585e-02  2.56683864e-02  3.98410065e-03 -6.88932016e-02
 -2.34084390e-02  2.28618737e-02  5.54454662e-02 -1.29166767e-02
 -2.18760520e-02 -6.60282597e-02  7.04168230e-02 -2.64487807e-02
  4.27782759e-02  4.74040620e-02  5.11316061e-02 -4.89402469e-03
  8.87891836e-03  2.04114970e-02  4.76211645e-02  2.94415522e-02
  7.09498255e-03  7.89795723e-03 -6.34569079e-02  3.86569649e-02
  2.70327013e-02  2.84166425e-04  1.28774187e-02 -8.79926234e-02
 -4.06688713e-02  3.17659155e-02 -6.30151331e-02  2.30134614e-02
 -9.66968313e-02  3.64749953e-02  7.34972060e-02  5.58342300e-02
 -3.32294330e-02  6.68228790e-02 -5.89599200e-02  4.19270173e-02
 -3.89723741e-02 -1.25084044e-02 -3.46228220e-02 -2.16428954e-02
  9.00482479e-03 -4.30353135e-02  4.32159146e-03 -1.97680900e-03
  4.62221801e-02 -3.56043391e-02 -7.33682737e-02 -6.88520819e-02
 -4.97669317e-02 -3.43811419e-03  2.82667503e-02 -7.64218494e-02
  1.55265322e-02  5.16123623e-02  2.95200478e-02  4.19264436e-02
  2.15227529e-02 -4.82092649e-02 -2.51523200e-02  4.77574654e-02
  4.38692495e-02  2.00454891e-03  6.85176924e-02  9.46370699e-03
 -7.79206157e-02 -2.30168700e-02  4.04149964e-02 -8.09817314e-02
  5.86284623e-02 -1.15093328e-02 -1.14595937e-02 -2.31653713e-02
 -5.35878949e-02 -4.99209426e-02  8.08165446e-02 -5.90348616e-02
  5.62587939e-02 -8.14052415e-04 -1.54416636e-03 -3.70771269e-33
 -1.42248059e-02  6.38980567e-02  2.11705714e-02 -2.59110276e-02
  1.09766573e-02  4.41734456e-02 -2.46573780e-02 -3.67893055e-02
  3.80965248e-02  1.23195499e-01 -4.64723781e-02  8.30537528e-02
  8.23447015e-03  1.08263001e-01 -1.81233790e-02  1.47064952e-02
 -7.85698462e-03  1.73454843e-02 -4.85226251e-02 -3.29863280e-02
 -1.03181284e-02  9.06310007e-02  2.43910160e-02  5.77203669e-02
 -3.11787538e-02  8.85253921e-02 -4.38939072e-02 -2.42350344e-02
  3.10257375e-02  2.42450479e-02  3.32660489e-02 -5.09620719e-02
 -1.15672313e-01 -1.04226032e-02 -4.45261449e-02 -2.14778576e-02
  2.84145363e-02  2.42256690e-02  3.02481130e-02  1.20429173e-01
 -2.09451579e-02 -1.06740687e-02 -2.14193948e-02 -8.63225609e-02
  4.28280570e-02 -3.91413644e-02  5.34716761e-03 -8.17611143e-02
 -3.47896758e-03 -6.35506883e-02 -1.65875982e-02 -4.57852930e-02
 -2.63866894e-02  2.14808458e-03 -4.20192853e-02  6.48001134e-02
 -1.57828368e-02  8.12428445e-02  9.88480262e-03 -1.53060406e-01
  6.51846677e-02  6.88173547e-02 -1.42011307e-02  1.06064118e-01
  7.81343039e-03 -3.44525538e-02  7.98009783e-02 -3.43737639e-02
  4.82973270e-02 -3.04632671e-02 -1.03190085e-02  6.04017861e-02
  5.46400063e-03 -3.46623571e-03 -5.75051010e-02  3.84241231e-02
  5.22427224e-02 -1.82708614e-02  8.59809853e-03  7.43690878e-03
 -2.53596958e-02  6.01736829e-02  8.89578536e-02 -5.01562953e-02
  3.78362127e-02 -8.59243274e-02  2.34480724e-02 -4.13251407e-02
  4.39503305e-02  5.36420085e-02 -3.94760557e-02  2.31103804e-02
  4.22672667e-02  4.10256684e-02  7.41680562e-02 -3.92903061e-08
 -6.28195181e-02 -2.60363240e-02 -1.94806438e-02  1.05652504e-01
 -2.72855703e-02 -3.46146785e-02 -9.66102853e-02  8.00386667e-02
 -3.09757534e-02  2.17129067e-02  5.07341772e-02 -7.79749379e-02
 -2.20789909e-02 -6.93559870e-02 -4.00416031e-02 -3.53421904e-02
  2.78730523e-02  6.52352646e-02  2.01425869e-02 -6.74040616e-02
  8.55080485e-02  3.88559364e-02 -6.31887792e-03 -3.34932357e-02
 -6.15408905e-02 -4.11015637e-02  4.35547009e-02  5.31223491e-02
  5.15222661e-02 -1.00018203e-01  5.79984742e-04 -1.94466338e-02
  4.95603345e-02 -4.91969101e-02  8.11672136e-02 -6.43653870e-02
 -3.37766521e-02 -1.29028689e-02  1.63837112e-02  1.84727088e-01
 -2.20670253e-02 -2.53808834e-02 -2.35858327e-03 -2.07262971e-02
  2.39755982e-03  4.03146334e-02 -1.63013160e-01  3.16674560e-02
 -3.69908623e-02 -7.03527033e-02  9.81215164e-02 -1.46593088e-02
 -4.14503329e-02  2.06826068e-02  3.51234972e-02  2.24746931e-02
 -8.14055428e-02  4.91689704e-02 -5.59514575e-03 -5.35244588e-03
 -3.01146065e-03 -2.62469128e-02 -7.93497488e-02 -2.07053497e-02]",travel_lounge
sbi card elite,SBI,21,70,10.0,750,3,"2 reward points per Rs. 100 spent on other categories; Up to 50,000 bonus reward points as milestone benefits; 6 complimentary international lounge access in a year; 1.99% forex mark-up fee; Up to 8 complimentary domestic lounge access per year, 2 per quarter; Free movie tickets worth Rs. 6,000 in a year; Low forex mark-up fee of 1.99%",33.3,8313.61,6509.24,"2 reward points per Rs. 100 spent on other categories; Up to 50,000 bonus reward points as milestone benefits; 6 complimentary international lounge access in a year; 1.99% forex mark-up fee; Up to 8 complimentary domestic lounge access per year, 2 per quarter; Free movie tickets worth Rs. 6,000 in a year; Low forex mark-up fee of 1.99%","[ 2.45105233e-02 -1.52886389e-02 -8.71343762e-02  3.14573124e-02
  3.04831341e-02  1.01595901e-01  6.32249638e-02  3.75575423e-02
  2.96477210e-02 -1.18018650e-02 -2.73704100e-02 -6.49113134e-02
  7.71946460e-02  7.88328350e-02  1.13350645e-01 -8.99486942e-04
  6.90686554e-02 -9.02194902e-02  4.03289571e-02 -2.44010314e-02
 -1.00461030e-02 -1.06631964e-01  2.97085401e-02 -1.55589450e-02
  6.49994090e-02 -4.35310826e-02  3.67465429e-02  5.40702268e-02
  1.07436851e-02  3.99308316e-02 -5.25154546e-03  1.38324769e-02
 -5.93971508e-03 -4.63601239e-02 -3.98177393e-02 -2.52458807e-02
  2.82447203e-03 -2.56737377e-02 -2.30233707e-02 -4.64134058e-03
 -3.26016173e-02 -1.13948556e-02 -3.25456522e-02 -1.88285969e-02
  8.90516937e-02 -5.53486273e-02 -9.37665533e-03  4.51881848e-02
  1.55836670e-02  4.64745909e-02  2.91526671e-02  1.26913814e-02
  2.34163459e-02  2.39262655e-02 -2.09776964e-02 -1.70091931e-02
 -6.82361126e-02 -1.83333904e-02 -1.88692156e-02 -6.28396571e-02
 -4.83814515e-02 -7.95103908e-02 -3.29315104e-02 -6.52891351e-03
  2.34612152e-02 -6.98971674e-02 -4.22225483e-02 -1.57300278e-03
  5.42965084e-02 -5.15081845e-02 -9.56241190e-02  1.01425108e-02
  5.79012819e-02 -5.61278611e-02  4.39630896e-02  4.55079824e-02
 -4.56909463e-03 -5.35602719e-02 -7.68122375e-02 -7.10190907e-02
  8.62783100e-03  2.75100097e-02 -5.59793133e-03 -3.25932144e-03
 -3.50652903e-04 -1.70366336e-02  1.00281693e-01 -2.64475998e-02
 -3.36919271e-04  4.58243564e-02  7.32952282e-02 -5.30814100e-03
  2.66570295e-03  1.09571898e-02 -2.27651075e-02  2.10339129e-02
 -9.71486717e-02  1.37613388e-02 -2.69124843e-02  5.10160404e-04
  4.57202233e-02  4.08801213e-02 -4.85636294e-02  9.80179943e-03
 -4.13803943e-02  1.22019975e-03  2.54089441e-02  5.90706207e-02
  2.76285373e-02 -4.33221832e-02 -4.88659255e-02  3.76873501e-02
  4.96339388e-02 -4.62465780e-03 -6.71059191e-02  1.15733616e-01
 -1.68779474e-02 -3.13976966e-02  1.08231097e-01 -4.18859497e-02
  8.47570524e-02  3.33995484e-02  4.68774848e-02  4.60083708e-02
 -1.22516416e-01 -2.67266203e-02 -5.74335083e-02  4.37546291e-33
 -5.05419821e-03  1.11597836e-01  1.36492134e-03 -5.66525757e-02
 -2.05681380e-03 -1.65506341e-02 -4.95871045e-02  2.06195638e-02
 -3.10695684e-03  2.72351317e-02  5.11701638e-03  5.11930063e-02
  6.27178252e-02  3.03565729e-02  1.01835728e-01 -6.07190989e-02
  3.34795490e-02  8.21437861e-05  9.36161503e-02 -4.92998492e-03
  1.19105754e-02 -1.99650470e-02  4.66568917e-02  1.30298063e-02
 -3.47164040e-03  7.42312595e-02 -5.69717307e-03  1.85340631e-03
 -4.04450409e-02 -1.85000468e-02  9.01140049e-02 -1.03071341e-02
 -3.22051383e-05 -1.59401838e-02 -9.37212259e-03  3.26498114e-02
  5.31735271e-02 -5.20510897e-02  8.55708867e-03 -3.93669344e-02
 -7.37723932e-02  3.24211605e-02 -7.52838552e-02 -2.86705624e-02
 -1.30373746e-01 -2.01018490e-02  2.85031088e-02 -2.76181828e-02
 -1.90052774e-03  3.78212854e-02 -3.10818814e-02  6.78164437e-02
 -9.32385549e-02 -1.53287435e-02 -3.87662165e-02 -3.72707024e-02
  4.14505135e-03 -5.53003997e-02  1.67347249e-02 -1.85702033e-02
  2.57664360e-02 -1.09056376e-01 -1.40210958e-02 -3.89485285e-02
 -1.32933259e-01  6.89379051e-02  7.19638839e-02 -3.98615599e-02
  2.65250895e-02  1.18074410e-01 -5.20973541e-02  8.82059559e-02
  5.78125827e-02 -9.78233218e-02  2.22783838e-03  3.94511856e-02
  3.00424057e-03 -1.24896318e-02  1.26716629e-01  6.36556372e-02
 -9.16766748e-02 -1.48505308e-02  3.46819460e-02 -9.13082529e-03
  1.18496008e-01  1.81277134e-02  7.10538961e-03 -7.97485933e-03
 -1.20320981e-02 -5.85369840e-02  4.25385647e-02 -5.29865362e-03
  9.72545007e-04  1.49961635e-02 -2.32900735e-02 -4.02023403e-33
 -1.68926790e-02  3.88718918e-02 -5.13438918e-02 -2.44235937e-02
 -2.58116201e-02  1.94486938e-02 -7.58349746e-02  2.49880496e-02
  1.92781724e-02  7.94986561e-02 -3.94346081e-02  7.79229403e-02
  5.33971190e-03  4.95363846e-02  1.59739330e-02 -3.62757817e-02
 -2.57931724e-02  4.51924242e-02 -3.73395719e-02 -5.72122410e-02
  3.23464423e-02  9.43897143e-02  1.03369383e-02  3.04458961e-02
  3.96160185e-02  3.78813371e-02 -2.41704006e-02 -4.41318452e-02
 -1.03505189e-02  4.07831520e-02  4.58223000e-02 -4.18004468e-02
 -5.04749529e-02 -1.54901659e-02 -5.44315502e-02 -3.29070911e-03
  6.93057925e-02 -3.10604330e-02 -6.55259565e-03  1.22358210e-01
 -9.55998339e-03 -1.46488957e-02 -1.37154735e-03 -3.68569493e-02
  4.86931689e-02 -4.14466262e-02 -4.71304953e-02 -2.50614602e-02
  1.89472903e-02 -4.08771075e-02 -1.77825969e-02 -7.38620460e-02
 -2.02315133e-02 -4.73895408e-02 -7.23524243e-02  3.40573415e-02
 -4.46580052e-02  5.96630313e-02  6.47975728e-02 -1.04956813e-01
  4.91215736e-02  9.71257910e-02 -6.25367314e-02  1.22473985e-01
  1.38482638e-02 -1.76907964e-02  4.14901525e-02 -4.33815382e-02
 -2.41878964e-02 -6.48571830e-03  3.42146978e-02  6.53586388e-02
 -2.49504554e-03  1.67234410e-02 -2.84920037e-02  7.51351789e-02
  5.50939739e-02  3.14534865e-02  1.91559140e-02  5.19116549e-03
 -3.77750061e-02 -1.31409150e-04  7.79755935e-02 -5.13478667e-02
 -1.73855908e-02  8.86982866e-03  2.52964832e-02 -5.36456471e-03
  5.49087999e-03 -5.03998622e-03  2.18827929e-02  2.72166263e-02
  3.18740048e-02  2.82032955e-02  1.03309534e-01 -3.82010441e-08
 -9.31320339e-02  1.64286010e-02 -7.72353411e-02  5.17369397e-02
 -4.23246436e-02  2.18458334e-03 -6.20979816e-02  7.95242265e-02
  2.56790360e-03  1.91682093e-02  4.95949201e-02 -7.32901469e-02
 -7.01348782e-02 -3.40538397e-02 -7.23599121e-02 -6.01654947e-02
  1.02115711e-02  1.06002457e-01  3.26256704e-05 -3.10267974e-02
  5.38024120e-02  6.77754954e-02 -8.34677555e-03 -5.38778901e-02
 -5.78615293e-02 -2.71655992e-02  4.23426777e-02  9.00810435e-02
  1.94600166e-03 -1.01038091e-01 -9.68725514e-03 -3.73960622e-02
  3.39918248e-02 -3.18753570e-02  3.90789546e-02  3.71090719e-04
 -4.63006198e-02  1.58085264e-02 -8.38184543e-03  1.34966478e-01
  3.79408291e-03 -1.05413966e-01  1.79573130e-02 -2.31285114e-02
 -4.51775221e-03  7.57979229e-02 -1.44736364e-01 -1.24014309e-02
  1.11102872e-02 -1.10308789e-01  8.01007897e-02 -9.06973891e-03
 -4.90382798e-02 -3.53309214e-02 -1.43729281e-02  2.50029825e-02
 -4.54565696e-02  3.82928289e-02  5.89933200e-03  9.20744054e-03
  2.09160559e-02 -9.28127915e-02 -1.24513522e-01 -4.35629934e-02]",travel_lounge
